model,outer_fold,subject_id,pm,target_id,adaptation_eligible,adaptation_applied,run_id,specification_hash,probability_source,classification_policy,candidate_classification_threshold,frozen_median_threshold,evaluation_low,evaluation_high,evaluation_extreme,evaluation_sample_hash,zero_shot_roc_auc,personalized_roc_auc,delta_roc_auc,zero_shot_pr_auc,personalized_pr_auc,delta_pr_auc,zero_shot_brier,personalized_brier,brier_improvement,zero_shot_log_loss,personalized_log_loss,log_loss_improvement,frozen_median_balanced_accuracy,personalized_balanced_accuracy,delta_balanced_accuracy_vs_frozen_median,frozen_median_macro_f1,personalized_macro_f1,delta_macro_f1_vs_frozen_median
xgboost,1,71f0603f,stress,target_stress,True,True,xgboost__fold_01__stress__71f0603f__weighted_aug__bb86d5a0deab,bb86d5a0deabf952b6a4891ef6219319aaaa3ff620b2d73acf4a9b894e5a4c1b,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.397569976747036,161,327,488,d787e18f302ccca0ab46a4a273d2012a1941ca8ae6a209be119a1ebbf97000a6,0.8774479077630255,0.8821775219860581,0.004729614223032641,0.9328532293869296,0.9284885475232694,-0.004364681863660236,0.13990284127115502,0.12522684561767028,0.014675995653484736,0.6189207017753223,0.5771191736966641,0.04180152807865822,0.7847550667654377,0.8174349915474766,0.03267992478203885,0.7988539258067759,0.8259314456035767,0.02707751979680073
lightgbm,1,71f0603f,stress,target_stress,True,True,lightgbm__fold_01__stress__71f0603f__weighted_aug__ebe54460ced2,ebe54460ced2666bc4b39f7563255396d11b2c9a74e86de4fdaf5c899ed12248,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.3768631518817104,161,327,488,d787e18f302ccca0ab46a4a273d2012a1941ca8ae6a209be119a1ebbf97000a6,0.8765551693353848,0.8900412179231485,0.0134860485877637,0.9243730817584681,0.9351478121162164,0.010774730357748341,0.12548013015767126,0.11927461948988637,0.006205510667784894,0.4566794021931495,0.42784728083115414,0.028832121361995366,0.7831310426045168,0.8063992250270671,0.023268182422550243,0.7992840277248838,0.8212857752025484,0.02200174747766459
xgboost,1,81f1f0fe,stress,target_stress,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.0121959419047925,0.0121959419047925,152,205,357,cc5d1fcc3a9cd6e272e9f3b3b1d77c5114299fcc0abee40683b2cfa39bb63a92,0.8714056482670091,0.8714056482670091,0.0,0.913209061876361,0.913209061876361,0.0,0.19435230216247512,0.19435230216247512,0.0,0.7263684697550945,0.7263684697550945,0.0,0.719143132220796,0.719143132220796,0.0,0.7223925978349192,0.7223925978349192,0.0
lightgbm,1,81f1f0fe,stress,target_stress,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.1218574715468839,0.1218574715468839,152,205,357,cc5d1fcc3a9cd6e272e9f3b3b1d77c5114299fcc0abee40683b2cfa39bb63a92,0.9006418485237484,0.9006418485237484,0.0,0.9336558223890685,0.9336558223890685,0.0,0.13536794401709795,0.13536794401709795,0.0,0.42020550250438066,0.42020550250438066,0.0,0.7413189987163029,0.7413189987163029,0.0,0.7466945867368129,0.7466945867368129,0.0
xgboost,1,a1721173,stress,target_stress,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.5,0.5,80,32,112,f8309536d8341a3233afd0a00bc5a797d04256c3851890aaad8efa1f7d85e7c4,0.923046875,0.923046875,0.0,0.8759429118940047,0.8759429118940047,0.0,0.1083356186565203,0.1083356186565203,0.0,0.44882782033646407,0.44882782033646407,0.0,0.78125,0.78125,0.0,0.8197701149425287,0.8197701149425287,0.0
lightgbm,1,a1721173,stress,target_stress,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.5,0.5,80,32,112,f8309536d8341a3233afd0a00bc5a797d04256c3851890aaad8efa1f7d85e7c4,0.9417968750000001,0.9417968750000001,0.0,0.8835802950967,0.8835802950967,0.0,0.09900199630202222,0.09900199630202222,0.0,0.3141706551956204,0.3141706551956204,0.0,0.76875,0.76875,0.0,0.7996422182468694,0.7996422182468694,0.0
xgboost,1,c060c06a,stress,target_stress,True,True,xgboost__fold_01__stress__c060c06a__weighted_aug__59c59c2fbdc0,59c59c2fbdc08d1b3d3839c56b2ba4a1f05e01075943f41b0eea74f666c55dab,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.7390490472316742,141,86,227,45a8b3d2ee0be4d60766b45ef83cd8d15b41e5d0f3f4a9a184f2e044078994d4,0.8542800593765463,0.8955962394854033,0.04131618010885707,0.7846515390041515,0.8557003918034333,0.07104885279928175,0.2840658714440148,0.19623095990783554,0.08783491153617926,0.9912112227148531,0.6648812584823384,0.3263299642325147,0.7675243278904833,0.7819973610423883,0.014473033151904957,0.7224669603524229,0.7481949985404301,0.025728038188007285
lightgbm,1,c060c06a,stress,target_stress,True,True,lightgbm__fold_01__stress__c060c06a__weighted_aug__9026ff2e5e55,9026ff2e5e55a192165bf21b59f60c3f3a9438a56710629ff74003aa5ee27151,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.7468289388875031,141,86,227,45a8b3d2ee0be4d60766b45ef83cd8d15b41e5d0f3f4a9a184f2e044078994d4,0.8962559788883391,0.9101105063499918,0.013854527461652721,0.8320773839024581,0.8608724618516629,0.028795077949204773,0.20016075925080887,0.16042048349065216,0.03974027576015671,0.6003332138939012,0.49389664830506097,0.10643656558884018,0.8357661223816593,0.7971713673099126,-0.0385947550717467,0.8263687600644123,0.7615546218487395,-0.06481413821567283
xgboost,1,c112918e,stress,target_stress,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.9574865996837616,0.9574865996837616,68,144,212,ec66442b354338929d495b8e3e7fa344c351f46cec73cc39fdc5cedac5f0527d,0.7248774509803922,0.7248774509803922,0.0,0.8451135528476678,0.8451135528476678,0.0,0.23724314300145527,0.23724314300145527,0.0,1.0818759375614668,1.0818759375614668,0.0,0.6593137254901961,0.6593137254901961,0.0,0.6653377926421404,0.6653377926421404,0.0
lightgbm,1,c112918e,stress,target_stress,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.8338101217895257,0.8338101217895257,68,144,212,ec66442b354338929d495b8e3e7fa344c351f46cec73cc39fdc5cedac5f0527d,0.7700163398692811,0.7700163398692811,0.0,0.8783536401023914,0.8783536401023914,0.0,0.19788342199012712,0.19788342199012712,0.0,0.6147324467305633,0.6147324467305633,0.0,0.6774918300653594,0.6774918300653594,0.0,0.6838180462341537,0.6838180462341537,0.0
xgboost,1,d111e017,stress,target_stress,True,True,xgboost__fold_01__stress__d111e017__weighted_aug__a8bbe14f06e4,a8bbe14f06e4ebbaf25f6ae9fa28e31f5c5bdbab277dc09ce904acef2cbab313,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.4909059379715472,465,456,921,a685b16f05aaf44b59afb95c6d376a1098f9b7b96845c15b0e6c769ed11aa52e,0.9486842105263158,0.9434116204489719,-0.0052725900773439305,0.9552435903691778,0.9467835387310648,-0.00846005163811303,0.08429284950978469,0.09233032317450295,-0.008037473664718256,0.34286047197991354,0.3661131966160274,-0.023252724636113886,0.890315506508206,0.8835455574419921,-0.006769949066213865,0.8903236608063989,0.8836633867911721,-0.006660274015226841
lightgbm,1,d111e017,stress,target_stress,True,True,lightgbm__fold_01__stress__d111e017__weighted_aug__aee26a4d897c,aee26a4d897cd7d4276edbdfff40daf946dd0c4faa9db7800ae07da005f86218,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.4306201445197917,465,456,921,a685b16f05aaf44b59afb95c6d376a1098f9b7b96845c15b0e6c769ed11aa52e,0.9464817958875683,0.9461233729485001,-0.00035842293906818146,0.9489828027093282,0.9492254353525997,0.00024263264327151202,0.0868703202812176,0.08552425317495634,0.00134606710626127,0.29368003401386833,0.2926434772219641,0.0010365567919042307,0.8861205432937183,0.8880800792303338,0.001959535936615575,0.8859913348462967,0.888131275907003,0.002139941060706363
xgboost,1,f1d06060,stress,target_stress,True,True,xgboost__fold_01__stress__f1d06060__weighted_aug__e5dcde04a5d5,e5dcde04a5d560c672e5224cc3b7e9d55f8510560889277180c3da168305e20b,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.9584081768989564,193,147,340,f592685079d60ebda56d693eb86415293827e12860d10b74de17f542ee040582,0.8948926720947445,0.9270734200415918,0.03218074794684722,0.8457652059824489,0.9160997393858262,0.07033453340337736,0.2979289750716137,0.19723438153085515,0.10069459354075855,1.169709272132933,0.7092071317809039,0.4605021403520291,0.8178245391420818,0.7671566035740721,-0.05066793556800964,0.8084507042253521,0.7391455972101133,-0.06930510701523884
lightgbm,1,f1d06060,stress,target_stress,True,True,lightgbm__fold_01__stress__f1d06060__weighted_aug__de78667f169e,de78667f169eebb0bb3c4e6c6c349d32d33009b2de0a1fd6107a2d8170a93657,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.893398430133642,193,147,340,f592685079d60ebda56d693eb86415293827e12860d10b74de17f542ee040582,0.906876740333439,0.9135384723837722,0.006661732050333158,0.8925460252310824,0.9019136666223807,0.00936764139129831,0.25425053220488086,0.18702829758033115,0.06722223462454971,0.7593607383538367,0.5672107726472927,0.19214996570654397,0.8080962955130239,0.7456205280039476,-0.06247576750907624,0.8062745991812692,0.7144456886898096,-0.09182891049145958
xgboost,2,1081b177,attention,target_attention,True,True,xgboost__fold_02__attention__1081b177__weighted_aug__8e497946f67c,8e497946f67ca261429beb35cf8fdaf458fe69252d8b0b439dea03713d42abff,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.7040627151727676,152,115,267,227b4d6f57fd47553846d9a3a6e5364e14a45acf91da8350eea968667ce17014,0.8023455377574371,0.8844393592677345,0.08209382151029743,0.7469794595759164,0.8596962455427148,0.11271678596679846,0.35910018706879604,0.25614049206139294,0.1029596950074031,1.412908560123767,0.899249242380182,0.513659317743585,0.6560068649885583,0.7118135011441648,0.05580663615560644,0.6046626408082685,0.6708806329549364,0.0662179921466679
lightgbm,2,1081b177,attention,target_attention,True,True,lightgbm__fold_02__attention__1081b177__weighted_aug__3d0ff1823297,3d0ff182329711078f601c798a5ca8e1bce70b4b4cb85f6d31a66709a755f6dc,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.6946844491663047,152,115,267,227b4d6f57fd47553846d9a3a6e5364e14a45acf91da8350eea968667ce17014,0.8100686498855836,0.9072082379862699,0.09713958810068635,0.7255757294279879,0.8928564641036592,0.16728073467567128,0.31186478574368465,0.21373159031531283,0.09813319542837182,0.9244755284665771,0.6140970883039552,0.31037844016262195,0.6691647597254005,0.6887871853546911,0.01962242562929062,0.6222279972279972,0.6410304598615066,0.018802462633509487
xgboost,2,517001af,attention,target_attention,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.5,0.5,75,32,107,f20696a8e3a33aff9ca5cddcec5917d0dd776ed785eda541eb35ac6b520d2605,0.9004166666666666,0.9004166666666666,0.0,0.8053367327789243,0.8053367327789243,0.0,0.1353936066399419,0.1353936066399419,0.0,0.44403145360206664,0.44403145360206664,0.0,0.7322916666666667,0.7322916666666667,0.0,0.7523148148148149,0.7523148148148149,0.0
lightgbm,2,517001af,attention,target_attention,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.5,0.5,75,32,107,f20696a8e3a33aff9ca5cddcec5917d0dd776ed785eda541eb35ac6b520d2605,0.8912499999999999,0.8912499999999999,0.0,0.7672367096404731,0.7672367096404731,0.0,0.1286264739428689,0.1286264739428689,0.0,0.3877448746610488,0.3877448746610488,0.0,0.756875,0.756875,0.0,0.772823779193206,0.772823779193206,0.0
xgboost,2,6030f0fd,attention,target_attention,True,True,xgboost__fold_02__attention__6030f0fd__weighted_aug__eec07f29a62c,eec07f29a62c928df2819774c954a9904d1b4eebe4915b86a1e756166b35699e,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.020097428234294,64,163,227,7c06ed050cd4d38a4f6d5c6560dd3947f8ca120a9f1667a3309d44cb5d2e8ab6,0.9450728527607363,0.9861963190184049,0.041123466257668606,0.9800213027454348,0.9942618258694882,0.014240523124053439,0.3420384771181422,0.11199367273326581,0.2300448043848764,1.2495433966439111,0.35603684442634204,0.8935065522175691,0.8931652607361964,0.8756230828220859,-0.0175421779141105,0.8750687947165658,0.8143441333752752,-0.06072466134129062
lightgbm,2,6030f0fd,attention,target_attention,True,True,lightgbm__fold_02__attention__6030f0fd__weighted_aug__b4495d0248ea,b4495d0248ea18b2c16796eec58ce1fdfae45bf85be419b34ff1b6ab519b6c5c,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.0884680904925703,64,163,227,7c06ed050cd4d38a4f6d5c6560dd3947f8ca120a9f1667a3309d44cb5d2e8ab6,0.9606019938650306,0.9699961656441718,0.009394171779141147,0.9802888888341563,0.9882130961871007,0.007924207352944412,0.28234750920969526,0.10704329468204096,0.1753042145276543,0.8262152275447127,0.3496043954791547,0.476610832065558,0.9087902607361964,0.8970954754601227,-0.011694785276073705,0.8863967242948134,0.8446801231611358,-0.04171660113367759
xgboost,2,7072a0e0,attention,target_attention,True,True,xgboost__fold_02__attention__7072a0e0__weighted_aug__d3cf0a917151,d3cf0a917151edfdf7c9524dbc681089e1b707b4ec9c73089e78a8bf44b66ede,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.9857546389102936,221,186,407,fe4540e53f8190423c51d95ab99b9616f8b68e48529ddcca1806b5355a801b9a,0.8024376003503139,0.8301951053374205,0.027757504987106607,0.7566307878414726,0.7994083118804115,0.04277752403893886,0.3083305363382453,0.18651335877266154,0.12181717756558377,1.144805568554841,0.5968575762336644,0.5479479923211766,0.6974042718824502,0.7466914805624483,0.04928720867999803,0.6955949192305971,0.7419898208690296,0.04639490163843252
lightgbm,2,7072a0e0,attention,target_attention,True,True,lightgbm__fold_02__attention__7072a0e0__weighted_aug__8527ea0e664e,8527ea0e664e20d942d537ba8ec684318e803a38e5a20944ba7fb1227eef66ba,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.9351339120964944,221,186,407,fe4540e53f8190423c51d95ab99b9616f8b68e48529ddcca1806b5355a801b9a,0.784265070792585,0.8180557582834622,0.033790687490877214,0.758055219514173,0.8060856809853822,0.04803046147120926,0.2877650701969857,0.1799114005991497,0.10785366959783602,0.8351913439644613,0.5288944561794284,0.30629688778503283,0.6482995183184936,0.7227898603610179,0.07449034204252425,0.6339928057553956,0.7174447174447175,0.08345191168932187
xgboost,2,71a251fa,attention,target_attention,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.5,0.5,58,90,148,7c5fac878092a5778df0bd74910856b8b352e29a98d6cf4407170cfa58a4872b,0.9409961685823754,0.9409961685823754,0.0,0.9617951120021441,0.9617951120021441,0.0,0.11470312638493624,0.11470312638493624,0.0,0.3901467989762936,0.3901467989762936,0.0,0.7998084291187739,0.7998084291187739,0.0,0.8121350596598121,0.8121350596598121,0.0
lightgbm,2,71a251fa,attention,target_attention,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.5,0.5,58,90,148,7c5fac878092a5778df0bd74910856b8b352e29a98d6cf4407170cfa58a4872b,0.9519157088122605,0.9519157088122605,0.0,0.9692775183387039,0.9692775183387039,0.0,0.10428077533529528,0.10428077533529528,0.0,0.3284573751396865,0.3284573751396865,0.0,0.82816091954023,0.82816091954023,0.0,0.8421934501142423,0.8421934501142423,0.0
xgboost,2,71c09041,attention,target_attention,True,True,xgboost__fold_02__attention__71c09041__weighted_aug__dcb6d00aee2a,dcb6d00aee2a10aca0a55ee8d664294626e7618b2aa5586e781e11b10063820c,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.0008162317244568,33,78,111,91cb13b5813965b2c6c82a9598e4e599864df43ddad0794799de69e1ecc41c26,0.956876456876457,0.9704739704739705,0.0135975135975136,0.9853579310815159,0.9875781683970655,0.0022202373155495447,0.06386885241462105,0.05241952900198127,0.01144932341263978,0.40639620328907655,0.23824795272562924,0.16814825056344732,0.7231934731934733,0.9224941724941724,0.19930069930069916,0.748868778280543,0.9152024446142093,0.1663336663336663
lightgbm,2,71c09041,attention,target_attention,True,True,lightgbm__fold_02__attention__71c09041__weighted_aug__1a47271c8d51,1a47271c8d515af1c0c43d225f6a04e4041e16c205522d42b5b8b16a9eac4824,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.0169496746286767,33,78,111,91cb13b5813965b2c6c82a9598e4e599864df43ddad0794799de69e1ecc41c26,0.9471639471639473,0.9770784770784772,0.02991452991452992,0.9753659100248406,0.9907703301612814,0.015404420136440722,0.06559839097050602,0.05640537636237402,0.009193014608131996,0.30018835663694926,0.2280175247597067,0.07217083187724255,0.7686480186480187,0.9353146853146853,0.16666666666666663,0.7945563418617311,0.9353146853146853,0.14075834345295424
xgboost,2,a02151ac,attention,target_attention,True,True,xgboost__fold_02__attention__a02151ac__weighted_aug__61a906f9be3f,61a906f9be3f5faa667a8fdff0f8f26ea3baacb2e0549a931578a0e245f88e84,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.9966075271368028,151,189,340,14442a6cecc8ce919e40f6dbaf7f03c6076cc3fd6c48c95a42d72fb8db71e54c,0.6382494130838502,0.8971232348715792,0.258873821787729,0.724787500955089,0.9142252312681403,0.18943773031305122,0.4024807996251475,0.17368767199912039,0.2287931276260271,2.5346179387924312,0.5964491806622897,1.9381687581301414,0.563824941308385,0.7483618907459967,0.18453694943761167,0.5639340806071893,0.7496533588333731,0.18571927822618384
lightgbm,2,a02151ac,attention,target_attention,True,True,lightgbm__fold_02__attention__a02151ac__weighted_aug__56cc014b340a,56cc014b340af4fb30cb9afddd7a1d9e15897f75f1471d1553c9a82ae50db279,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.9703962064569304,151,189,340,14442a6cecc8ce919e40f6dbaf7f03c6076cc3fd6c48c95a42d72fb8db71e54c,0.6003714215634744,0.8776761624443743,0.27730474088089985,0.6805990953792468,0.8954432942220554,0.2148441988428086,0.374298123606904,0.17860852624869455,0.19568959735820946,1.5001353124211292,0.5402278453717618,0.9599074670493674,0.5559059532569466,0.7079610357756053,0.15205508251865874,0.5553618134263296,0.7016926428691135,0.14633082944278386
xgboost,2,d0e2d025,attention,target_attention,True,True,xgboost__fold_02__attention__d0e2d025__weighted_aug__cf4cbbfc1a05,cf4cbbfc1a05c614429bbfd245901f4b81ee95aaa0d0bc409c9dd7b8f522a116,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.3298501544632017,400,149,549,e2a3e7effc9f5f9ba5010568a7015c8508dbd2d587c73c05b93eb5fa9724d3c3,0.9385906040268456,0.9083053691275168,-0.030285234899328772,0.8676370821371409,0.8037770659039767,-0.06386001623316417,0.1261570054815406,0.1541635257443532,-0.028006520262812612,0.4540621478577842,0.6278701233824824,-0.17380797552469818,0.7593120805369127,0.6636409395973154,-0.09567114093959728,0.7920454545454545,0.68927685140842,-0.10276860313703451
lightgbm,2,d0e2d025,attention,target_attention,True,True,lightgbm__fold_02__attention__d0e2d025__weighted_aug__5a501ba77ef1,5a501ba77ef14c80a58018446485b95acfe676faa5f5e74108146016462e46e1,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.3386322125160091,400,149,549,e2a3e7effc9f5f9ba5010568a7015c8508dbd2d587c73c05b93eb5fa9724d3c3,0.9443120805369128,0.9336912751677853,-0.010620805369127573,0.8506944236051817,0.8476151577613652,-0.003079265843816459,0.12917767216322842,0.12349489049064974,0.005682781672578685,0.3874495439503288,0.3807818751453886,0.006667668804940241,0.7312164429530201,0.6774580536912752,-0.05375838926174492,0.7630157036890024,0.7072031869040881,-0.05581251678491428
xgboost,2,d18000a3,attention,target_attention,True,True,xgboost__fold_02__attention__d18000a3__weighted_aug__c308badb1722,c308badb17220166f6238a1a9449f314f4d7cd6b30cb17238ccbd188f9d775da,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.7819086015224457,168,220,388,ca5562f54882b03263e97591651b03ad2f06e0b4f638fec391557d16f039f468,0.8992694805194805,0.8854166666666667,-0.013852813852813783,0.9151540258264254,0.9109490074055618,-0.0042050184208635155,0.1931268317826409,0.15721393293324248,0.03591289884939841,0.7048463086736845,0.5806809490190108,0.12416535965467368,0.7740259740259741,0.7770021645021645,0.0029761904761904656,0.7803023244145959,0.7834077636551013,0.0031054392405054365
lightgbm,2,d18000a3,attention,target_attention,True,True,lightgbm__fold_02__attention__d18000a3__weighted_aug__3b90e2b78fc8,3b90e2b78fc8a5a9b2501218d378c718070ca37c2a11f86690051fe6accc8cee,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.7136969946381703,168,220,388,ca5562f54882b03263e97591651b03ad2f06e0b4f638fec391557d16f039f468,0.9139069264069264,0.891693722943723,-0.022213203463203435,0.9349640050441028,0.9115140798598597,-0.02344992518424316,0.17330064118649796,0.15676387253777557,0.01653676864872239,0.5133498635904016,0.48111305273324717,0.03223681085715441,0.7701839826839827,0.7421536796536796,-0.028030303030303072,0.7760629315320322,0.7459070072036673,-0.03015592432836489
xgboost,2,f0f2a1e1,attention,target_attention,True,True,xgboost__fold_02__attention__f0f2a1e1__weighted_aug__57e5c357ac8c,57e5c357ac8cd16fd9095cb1be4ea280082eb06fe910a48db0df75f13ce9225f,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.1821496756747365,55,161,216,ae75b44b16d8a57370a738969003888486a448f9fca975d1f1a6881682c1a54a,0.9081874647092039,0.9106719367588934,0.00248447204968949,0.9582516513505184,0.9636438078142466,0.005392156463728259,0.1616425600297145,0.14362350644439073,0.01801905358532377,0.5151013093483567,0.47864841399305186,0.03645289535530488,0.8075098814229249,0.8219085262563524,0.014398644833427454,0.7948717948717948,0.7818181818181819,-0.013053613053612967
lightgbm,2,f0f2a1e1,attention,target_attention,True,True,lightgbm__fold_02__attention__f0f2a1e1__weighted_aug__f61f0e814c3a,f61f0e814c3a95f01742ea6d0e07655f3da13abc249b4a32fa1bd3965bd8823b,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.2897052873931051,55,161,216,ae75b44b16d8a57370a738969003888486a448f9fca975d1f1a6881682c1a54a,0.9254658385093167,0.9001693958215697,-0.025296442687747,0.9721893132142636,0.9601200982877676,-0.012069214926496041,0.1213386687098046,0.1329601549755401,-0.01162148626573549,0.38929404895043374,0.4082795847091201,-0.01898553575868639,0.8294748729531338,0.794635798983625,-0.034839073969508805,0.8374811899525408,0.7623762376237624,-0.07510495232877845
xgboost,2,1081b177,engagement,target_engagement,True,True,xgboost__fold_02__engagement__1081b177__weighted_aug__5b4f15d9f71a,5b4f15d9f71a0b6e5e9449c32f90dab05862d089e184458e86aa821858da1441,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.9462436139583588,73,188,261,640b314903571314524906e7c771a2579d3b14df967959cdb6ee38e6371794e7,0.7175750510055378,0.7518944914019237,0.0343194403963859,0.8723791467409637,0.8860365676673465,0.01365742092638278,0.24757657960578197,0.20852113007918877,0.039055449526593206,1.0406583988584495,0.8657400969707189,0.1749183018877306,0.6368041387350627,0.6290804430195278,-0.007723695715534884,0.6272775760912579,0.639599348735599,0.012321772644341089
lightgbm,2,1081b177,engagement,target_engagement,True,True,lightgbm__fold_02__engagement__1081b177__weighted_aug__1b09396791f9,1b09396791f92b0912e53c219d24549fe523ef612ecfb182882f2b3c48d6b4fd,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.8894453655348181,73,188,261,640b314903571314524906e7c771a2579d3b14df967959cdb6ee38e6371794e7,0.7389973768580589,0.7394345671815797,0.00043719032352085296,0.8983297856780696,0.8893811398965217,-0.00894864578154797,0.24287759703034667,0.23013322324854282,0.012744373781803847,0.7521272069560728,0.7171753928641572,0.03495181409191561,0.6467137860682017,0.5754881958612649,-0.07122559020693686,0.6313559322033898,0.5783197414986921,-0.05303619070469767
xgboost,2,517001af,engagement,target_engagement,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.5,0.5,35,180,215,26c213f90f34acda06ee4146b3ce8e21fd142e1ba94f36aa0f2579f16dc89919,0.7252380952380952,0.7252380952380952,0.0,0.9229884652521482,0.9229884652521482,0.0,0.16995556502862405,0.16995556502862405,0.0,0.5670471812491668,0.5670471812491668,0.0,0.6682539682539682,0.6682539682539682,0.0,0.6407502131287297,0.6407502131287297,0.0
lightgbm,2,517001af,engagement,target_engagement,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.5,0.5,35,180,215,26c213f90f34acda06ee4146b3ce8e21fd142e1ba94f36aa0f2579f16dc89919,0.7896825396825397,0.7896825396825397,0.0,0.9309190523010934,0.9309190523010934,0.0,0.11560073077849045,0.11560073077849045,0.0,0.3821176538710959,0.3821176538710959,0.0,0.721031746031746,0.721031746031746,0.0,0.7315184815184814,0.7315184815184814,0.0
xgboost,2,6030f0fd,engagement,target_engagement,True,True,xgboost__fold_02__engagement__6030f0fd__weighted_aug__b10ae1f50a21,b10ae1f50a218736748314d034c7c5f68ef3718905e457d2bcd2c523471d057b,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.6940165236592293,88,99,187,cc96aa1d95339cad7a385ba7a8d1396068693dda0572c4c374d10f9e48fcfdc0,0.7914370982552801,0.911042240587695,0.11960514233241493,0.7863953276172055,0.9217568873601882,0.1353615597429827,0.19238938421023993,0.1279709050858233,0.06441847912441664,0.5957827628344414,0.4032596499122628,0.1925231129221786,0.6919191919191919,0.8175505050505051,0.12563131313131315,0.6923365565016597,0.8194822290478281,0.12714567254616838
lightgbm,2,6030f0fd,engagement,target_engagement,True,True,lightgbm__fold_02__engagement__6030f0fd__weighted_aug__36eb40f2fe61,36eb40f2fe61c9627d320e779d663fe20701507fb0495b107fbd9d9112f31cdc,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.7497405243587256,88,99,187,cc96aa1d95339cad7a385ba7a8d1396068693dda0572c4c374d10f9e48fcfdc0,0.857208448117539,0.9524793388429752,0.09527089072543615,0.8292003510542846,0.960248980924667,0.13104862987038246,0.16336645199678804,0.09990613915401678,0.06346031284277126,0.4932266155729769,0.32423527420105447,0.16899134137192245,0.7752525252525253,0.860479797979798,0.08522727272727271,0.7748796147672552,0.8632441129150212,0.08836449814776604
xgboost,2,7072a0e0,engagement,target_engagement,True,True,xgboost__fold_02__engagement__7072a0e0__weighted_aug__36c1f9c1d84a,36c1f9c1d84a0e33cb9b4970ccb1b8685c844ba70e94b0be577ac4cdd91bd7aa,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.2855235640890896,193,192,385,38e26c8495d2e5191087676b5225b57c5ced2083a27df3e4b5f26c2b54f125bb,0.9118361398963731,0.9021750863557859,-0.009661053540587217,0.9139772957577461,0.9084089582562107,-0.005568337501535403,0.2175554592096744,0.1734195889211841,0.04413587028849031,0.7435236883695874,0.5998742834686935,0.14364940490089384,0.7657464378238341,0.7761631044905009,0.01041666666666674,0.7575159556600605,0.7692103942452462,0.011694438585185707
