status,result_status,protocol_hash,specification_hash,run_id,model,input_family,outer_fold,pm,target_id,lag_seconds,context_windows,earliest_context_offset_seconds,threshold_hash,q_low,q_high,n_train,n_test,n_test_participants,training_time_seconds,validation_strategy,inner_group_overlap,outer_test_group_overlap,n_epochs_trained,best_epoch,participant_macro_balanced_accuracy,participant_valid_balanced_accuracy,participant_macro_f1,participant_valid_f1,participant_macro_roc_auc,participant_valid_roc_auc,participant_macro_pr_auc,participant_valid_pr_auc,participant_macro_low_recall,participant_valid_low_recall,participant_macro_high_recall,participant_valid_high_recall,participant_macro_precision,participant_valid_precision,participant_macro_accuracy,participant_valid_accuracy
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,1ba9cb9edaed10688139de56eab33c562cebfd92ee38be8e6a1251d48e7fc3e1,torch_shallow_convnet__fold_01__relaxation__1ba9cb9edaed,torch_shallow_convnet,raw,1,relaxation,target_relaxation,-10,1,-10,38b0c29f91cf04074516bcbbf6cf6e9362b22718f7ac54fdbe5adf6de43d5d14,0.25662399999999996,0.39230799999999993,15947,4860,11,61.711035199987236,group_record,0,0,5,5,0.7075612134330175,11,0.6794653066460619,11,0.8969328993305105,11,0.9040526858163943,11,0.6021467736331036,11,0.8129756532329311,11,0.8046975355566633,11,0.7402177355957719,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,6facf1f6a85ff06418d0b21f43f99cb90e27c7427a6e3a15487fec913bef17ab,torch_shallow_convnet__fold_01__stress__6facf1f6a85f,torch_shallow_convnet,raw,1,stress,target_stress,-10,1,-10,bc3be14a13e7a39ebeab010389e1c408e3b117b37aecad2317d7955676362ffa,0.4029856666666667,0.461275,15924,4905,11,61.6138043999963,group_record,0,0,5,3,0.6716231196874439,11,0.6243283247465521,11,0.8356817891467979,11,0.8372759606635402,11,0.6849825270244545,11,0.6582637123504335,11,0.7382382262369563,11,0.6572476016716594,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,f811824c6d25185c62522fd8c146d113acc0c82531b98dcdd2ea33cb9dee8776,torch_shallow_convnet__fold_02__attention__f811824c6d25,torch_shallow_convnet,raw,2,attention,target_attention,-10,1,-10,05b80bfaecd22890a7e360375d08013c2763762bc191dded6a0bbd75f29be07f,0.409755,0.5089703333333333,15830,3758,10,38.333803299989086,group_record,0,0,3,1,0.5549674010675536,10,0.5114763195089098,10,0.6354250649605787,10,0.619053919323836,10,0.7050559052109688,10,0.40487889692413814,10,0.5895420897624408,10,0.5516945988436674,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,4b64485a9e8b0324581f73f47d38a18fee871582622c5427a1903df28b77d551,torch_shallow_convnet__fold_02__engagement__4b64485a9e8b,torch_shallow_convnet,raw,2,engagement,target_engagement,-10,1,-10,96921223f37aee74e8576505e04d8d93656b6d22365a8c1e79d1aadc606e3780,0.572122,0.682083,16404,3812,10,50.611535200005164,group_record,0,0,4,2,0.6876092595479613,10,0.6143053930041222,10,0.8283339992363847,10,0.8690290138244328,10,0.845603002638665,10,0.5296155164572575,10,0.7012146449020695,10,0.6581467000216509,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,29461198f4224ce0435c584d4e9d8daa4e470b9a20adc5e59603d67b7573778e,torch_shallow_convnet__fold_02__excitement__29461198f422,torch_shallow_convnet,raw,2,excitement,target_excitement,-10,1,-10,8cf290447cc76b4db2bf7811a784e38768237f66e910c108ea9bd99fce1b2673,0.194812,0.357134,16414,4099,11,63.1810841000115,group_record,0,0,5,5,0.7088280632842042,11,0.6575175446097818,11,0.9026382692822141,10,0.9082171663517832,10,0.6492717387466053,11,0.8452228266039835,10,0.6911196928496595,11,0.6841685985312096,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,d81abc924721e640de7d3d2732f976b46f7a92fc0ec96cea10434ae65233dfca,torch_shallow_convnet__fold_02__focus__d81abc924721,torch_shallow_convnet,raw,2,focus,target_focus,-10,1,-10,74e34c54e7221dc6ee613f5b9c86caff220ef215c764f9f3f1457db68a376147,0.364693,0.460551,16408,4177,11,55.78132519999053,group_record,0,0,5,5,0.6376593350621659,11,0.5836899728907543,11,0.7796880593933392,10,0.7304584093889052,10,0.5910237492316038,11,0.7527244129820008,10,0.609127726141839,11,0.6366944708628478,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,b48b7c85ddba359ae56dcc05870a57e9987f4f1dfaf3bc4cd44a0f91772b9936,torch_shallow_convnet__fold_02__interest__b48b7c85ddba,torch_shallow_convnet,raw,2,interest,target_interest,-10,1,-10,a6f226a94e84838366c4cf62d5dbcdfa343d2e4317631dc9cd843403760f8fb3,0.47714,0.52968,16405,3629,11,53.66367039998295,group_record,0,0,5,5,0.7576508471566328,11,0.6723015106192536,11,0.8613195856612734,10,0.8888562381713895,10,0.8564738064406814,11,0.6247106766598428,10,0.7226907320082179,11,0.7250878726798035,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,82d359ca27d38afe80c4bfb3d0af15ca693eade6302096ef0ea180654a8b9a92,torch_shallow_convnet__fold_02__relaxation__82d359ca27d3,torch_shallow_convnet,raw,2,relaxation,target_relaxation,-10,1,-10,7656df549309178054e578a36ceed79ea658632f163e5e508467b9011bdaa756,0.256714,0.404291,16429,3787,11,53.879861299996264,group_record,0,0,5,4,0.839718712314154,11,0.7922819512657706,11,0.9116659695610518,10,0.8926318894752278,10,0.8633739418595264,11,0.7976698310456599,10,0.8012826283473289,11,0.847907369348676,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,85a6c679eb63e700ae41b0bf0cf0d6bf1d2ca93d605c758edc99bd95cf4e6a98,torch_shallow_convnet__fold_02__stress__85a6c679eb63,torch_shallow_convnet,raw,2,stress,target_stress,-10,1,-10,f31c8981acf165f01f66cc01c4f2b2d6927c370f1a035493f12dece19b93ba49,0.396448,0.461981,16401,3382,11,61.48600639999495,group_record,0,0,5,4,0.8085798888727816,11,0.7143123444308362,11,0.8878171336127789,10,0.9086504988847848,10,0.8550507639879175,11,0.7383199151334102,10,0.7454353455883678,11,0.7889452882481642,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,6d3b5a08fdf9e3af594446f0626511c93e5fd1279914e5713bce25d010f3674a,torch_shallow_convnet__fold_03__attention__6d3b5a08fdf9,torch_shallow_convnet,raw,3,attention,target_attention,-10,1,-10,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,0.407012,0.50364,15726,4019,11,43.08727719998569,group_record,0,0,4,2,0.5944002913182818,11,0.5560352800763994,11,0.702648552623801,11,0.7399098384125016,11,0.51161775219542,11,0.6771828304411434,11,0.6449554986421865,11,0.6496114721431522,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,fe0f6d8ed2d69c7b1638cf1a9c3760539908042148e89af43f8cc5822ff93adb,torch_shallow_convnet__fold_03__engagement__fe0f6d8ed2d6,torch_shallow_convnet,raw,3,engagement,target_engagement,-10,1,-10,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,0.5875743333333333,0.689116,16515,4210,11,55.31242930001463,group_record,0,0,5,4,0.7051668034827981,11,0.693762199029517,11,0.8159883434700969,11,0.7530000394878796,11,0.6897773697229165,11,0.7205562372426798,11,0.7485218568241162,11,0.7380758017358857,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,7dd7bb8b24f0a9b7847c92852728eeb59e90fe29cc8a6fbf7e58e72d19388e99,torch_shallow_convnet__fold_03__excitement__7dd7bb8b24f0,torch_shallow_convnet,raw,3,excitement,target_excitement,-10,1,-10,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,0.19379133333333332,0.35695933333333324,16517,3925,11,55.523855800012825,group_record,0,0,5,5,0.7598063247788769,11,0.7250725737818127,11,0.8999882310631091,11,0.9228676970377886,11,0.9026083155020416,11,0.617004334055712,11,0.7926172774528731,11,0.7438846230384647,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,18be17eb96679581284ed662bc0fdf3f89f41bb422103468de643e9f51d3d9c1,torch_shallow_convnet__fold_03__focus__18be17eb9667,torch_shallow_convnet,raw,3,focus,target_focus,-10,1,-10,0c7365a9f52cdea7f5ff5bd02009df8f23994345c83ad7446745f49568834711,0.3654773333333333,0.46152833333333326,16512,4090,11,55.456122999981744,group_record,0,0,5,5,0.6401662640776535,11,0.6166815382417768,11,0.7448172905737649,11,0.7805434405981688,11,0.6288097721270248,11,0.6515227560282819,11,0.6510633420660793,11,0.6944620371635767,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,8b4f23137851e89f224cc72b02fe8db7d5c0c794492c9d604fe2e4ebb2af9529,torch_shallow_convnet__fold_03__interest__8b4f23137851,torch_shallow_convnet,raw,3,interest,target_interest,-10,1,-10,3bcb6d908dca29ca782906a4f9f4eb0ea8493afdf7dc53a3c5de50526bd55ffb,0.480798,0.5285816666666666,16506,4428,11,55.768742399988696,group_record,0,0,5,5,0.7053890762110553,11,0.6550943636505554,11,0.854122401977166,11,0.8356761169808284,11,0.7741699956968748,11,0.6366081567252357,11,0.7350316303186737,11,0.6839761712764406,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,a8a90bad2ca45481ea64a7953e37659a25bb98d51e917d7be63a95ceb2b6b987,torch_shallow_convnet__fold_03__relaxation__a8a90bad2ca4,torch_shallow_convnet,raw,3,relaxation,target_relaxation,-10,1,-10,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,0.25428966666666664,0.395869,16534,3918,11,55.49092579999706,group_record,0,0,5,5,0.7578871752908335,11,0.7337582379626862,11,0.9243189910369858,11,0.9272424273695212,11,0.9220887760919628,11,0.5936855744897042,11,0.7978690669596556,11,0.7513762181574428,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,561b3afd2e4cf1501f5f945bcecd6070a0172f32d6338a4ba42e9211d12e9129,torch_shallow_convnet__fold_03__stress__561b3afd2e4c,torch_shallow_convnet,raw,3,stress,target_stress,-10,1,-10,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,0.405259,0.460463,16507,4794,11,55.94420349999564,group_record,0,0,5,5,0.7359230590960585,11,0.7013413283092627,11,0.8746763891352832,11,0.8522512248388593,11,0.7951580254051269,11,0.67668809278699,11,0.7745960745261663,11,0.7451367390443024,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,cdf36e5d5a455938c89404bbf729683f4b3ccd8d61d62d3cc4ac8adda4b5b187,torch_shallow_convnet__fold_04__attention__cdf36e5d5a45,torch_shallow_convnet,raw,4,attention,target_attention,-10,1,-10,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,0.410495,0.5079906666666667,15937,3789,10,53.591781700000865,group_record,0,0,5,5,0.6820264766602839,10,0.6546270067386988,10,0.7745995773913499,10,0.7129308939817987,10,0.6739033847926559,10,0.6901495685279118,10,0.6975212829332305,10,0.6748458358824937,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,5036a3a84a3bbfcac82424c7be95a54d2d9a0c69c9d65c42897ab953c66b3c93,torch_shallow_convnet__fold_04__engagement__5036a3a84a3b,torch_shallow_convnet,raw,4,engagement,target_engagement,-10,1,-10,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,0.5819393333333334,0.6880023333333333,16687,3677,10,56.0162386999873,group_record,0,0,5,5,0.7414825532436264,10,0.7072477439542509,10,0.8649947965039211,10,0.8208257060935698,10,0.6651365840214793,10,0.8178285224657735,10,0.7338423466753248,10,0.7621850418231446,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,58904f1c4d0149b9fa89edb449cd0374d0ab6a352a58477cd8df094e2bfe450b,torch_shallow_convnet__fold_04__excitement__58904f1c4d01,torch_shallow_convnet,raw,4,excitement,target_excitement,-10,1,-10,01a9a36af7fd4938668057f58a4af0d4815b36985a13f61e071f1297e75e14d1,0.198937,0.36487366666666665,16689,3904,10,56.16603540000506,group_record,0,0,5,5,0.815613457911678,10,0.828484723467934,10,0.9254680971790599,10,0.9239837507008783,10,0.8377659221464919,10,0.7934609936768644,10,0.8662832680334681,10,0.8569924964606045,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,3cb15faeb3c5ac7b1d636ac4bedad9c6baa5571751e53582a1989b33f2a545ac,torch_shallow_convnet__fold_04__focus__3cb15faeb3c5,torch_shallow_convnet,raw,4,focus,target_focus,-10,1,-10,bcbf7453b6c3768b7f4446c03f027f80397a24d1f0f54a82146b8fe6d4a67bdf,0.365106,0.46338333333333337,16688,3731,10,56.05685729999095,group_record,0,0,5,4,0.670656216119919,10,0.6693065305545802,10,0.7868531132136145,10,0.7649005419778817,10,0.6682680294754679,10,0.6730444027643702,10,0.6979126572494321,10,0.7517230895629257,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,5501ce01c5a95e74a42dfe2185779402ab6e865a13cae6821c298af6d7acdfa3,torch_shallow_convnet__fold_04__interest__5501ce01c5a9,torch_shallow_convnet,raw,4,interest,target_interest,-10,1,-10,c4110c8ecd8ea7c835b8ea571bfeb6ad10ec8d02d986bd0e2c5b9a70c03e3241,0.4793536666666667,0.5286693333333333,16683,3971,10,56.216531000012765,group_record,0,0,5,5,0.683958975081981,10,0.6285936622598224,10,0.8399183205783644,10,0.857245524128009,10,0.4837936209711143,10,0.8841243291928477,10,0.7298214561273217,10,0.672399713125327,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,c0133f5cf62a17850dd7c3b0cc8b551122bf0115a3e99b7fd9bb473adbe5b085,torch_shallow_convnet__fold_04__relaxation__c0133f5cf62a,torch_shallow_convnet,raw,4,relaxation,target_relaxation,-10,1,-10,a5f608b86ee9061617d36b1743ad601431f955dde27218d8d7829829dc257d43,0.259306,0.403906,16707,3771,10,55.921465300023556,group_record,0,0,5,3,0.7720206126319775,10,0.7693300247714386,10,0.8980674518989563,10,0.8851168590160208,10,0.7832232984041155,10,0.7608179268598393,10,0.807250718138407,10,0.801805399256998,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,2489bc3ccada14875eea516ffe9c88249c70bb3ef40ecf0ec3091753f84a8270,torch_shallow_convnet__fold_04__stress__2489bc3ccada,torch_shallow_convnet,raw,4,stress,target_stress,-10,1,-10,27d0b6e27ea4a69159776babe88351288b3e08a8b6a0e0a437af967ad54f9cf0,0.39695366666666665,0.46365033333333333,16679,2955,10,35.8747405000031,group_record,0,0,3,1,0.7529563848099414,10,0.6946230838604589,10,0.86532849174629,10,0.9032508488219035,10,0.8185770684879895,10,0.6873357011318932,10,0.7375648853045413,10,0.7119920202635328,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,8defeb77399c3a066babd4476a84681ce0825830359c3e3e675b34e7a227a8e5,torch_shallow_convnet__fold_05__attention__8defeb77399c,torch_shallow_convnet,raw,5,attention,target_attention,-10,1,-10,2f86d0e8c455b4f21168d0123e21d085836ed48610878f7e823e2e4fab91a878,0.408289,0.5064886666666667,15812,3818,11,53.40211180000915,group_record,0,0,5,4,0.6911469450591012,11,0.6410749206500482,11,0.8055785584589575,11,0.769002051020253,11,0.6688865340751801,11,0.7134073560430226,11,0.7158636873454568,11,0.6831913886747967,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,f8fc6959da493ef45887e99eac551159fa1914b38be6cdddce34035d44a2a801,torch_shallow_convnet__fold_05__engagement__f8fc6959da49,torch_shallow_convnet,raw,5,engagement,target_engagement,-10,1,-10,fd819c1414dbc4a71c004ee2f223fde45d23c5e1a929dfb308519bdd81be5cc8,0.5812246666666667,0.6832976666666667,16528,4267,11,46.52455149998423,group_record,0,0,4,2,0.6665062250699344,11,0.6127899916631508,11,0.7868477459063641,11,0.8033281425070417,11,0.6678445002299207,11,0.6651679499099479,11,0.674684555085737,11,0.6470470146668064,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,62ea72bdbf2707790c4e530c4646d6405c03dc6254649e45a30ef4de03974b4a,torch_shallow_convnet__fold_05__excitement__62ea72bdbf27,torch_shallow_convnet,raw,5,excitement,target_excitement,-10,1,-10,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,0.196205,0.361125,16537,3930,11,55.96847049999633,group_record,0,0,5,5,0.7768670032938169,11,0.7585572279091587,11,0.9181886468239387,11,0.8983178771622685,11,0.8579705942256827,11,0.6957634123619512,11,0.8079305922746876,11,0.7906104876660879,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,9784cfde0cfefa8671d535d180c57ed4adcb6d4f47d9b7c4da87192f6cd536ff,torch_shallow_convnet__fold_05__focus__9784cfde0cfe,torch_shallow_convnet,raw,5,focus,target_focus,-10,1,-10,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,0.367191,0.4675926666666666,16541,3778,11,36.597369700000854,group_record,0,0,3,1,0.6102563036728821,11,0.5508505115204799,11,0.6745250863038539,11,0.6186306968375054,11,0.5787492008124853,11,0.641763406533279,11,0.6030941208047775,11,0.5927101243570175,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,edb93dbe1504c9f00c632b720b05b2ba3c4e98258fefe1fd4c3b9ac0a7de1fd3,torch_shallow_convnet__fold_05__interest__edb93dbe1504,torch_shallow_convnet,raw,5,interest,target_interest,-10,1,-10,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,0.47852433333333333,0.529754,16528,3791,11,55.61037650000071,group_record,0,0,5,4,0.6991929549426951,11,0.5843538132941049,11,0.7997158252007703,11,0.8770047562521387,11,0.6767143182572959,11,0.7216715916280942,11,0.7044751894828125,11,0.6170292378985119,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,8a762643205fcb6faca50285a7ad9bcafc9381764f078e6c57560999971c9af3,torch_shallow_convnet__fold_05__relaxation__8a762643205f,torch_shallow_convnet,raw,5,relaxation,target_relaxation,-10,1,-10,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,0.256914,0.3938446666666667,16548,4217,11,56.05234100000234,group_record,0,0,5,4,0.7293355246028956,11,0.7059549932358394,11,0.9250544867175002,11,0.9322237881890157,11,0.9053944123381583,11,0.5532766368676332,11,0.8368916244679734,11,0.7883035789530267,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,3d8e4c3844c2fa49542216f6dec1cd49c22ff7d63274d55bdfd39477e766229b,torch_shallow_convnet__fold_05__stress__3d8e4c3844c2,torch_shallow_convnet,raw,5,stress,target_stress,-10,1,-10,f830184ed4091f7c1893003e91eb518737ed15e8b5f007bf46bf30fa7cf23cdb,0.4021516666666667,0.4598493333333333,16523,4380,11,56.03097690001596,group_record,0,0,5,3,0.652619521147423,11,0.6231613737082552,11,0.7832854425645528,11,0.8349866675275707,11,0.6517124365165217,11,0.6535266057783246,11,0.7306960398660306,11,0.6821127916438762,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,784a2e12a188b633aff5405bc038972d71f46f689fa5b8588bd7922a2a7fdbe3,torch_transformer__fold_01__attention__784a2e12a188,torch_transformer,sequence_features,1,attention,target_attention,-10,8,-80,40889ed77c7a49254028614aa69c424c2355cbd1baaed50dc47082b1864510f7,0.40640833333333337,0.5057536666666667,14910,4145,11,6.188208000006853,group_record,0,0,5,1,0.6151589035695401,11,0.515550189249987,11,0.7817008199777234,11,0.8064048228708768,11,0.7250704985088027,11,0.5052473086302773,11,0.6031289323441462,11,0.5666008581734544,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,e8427c2862468ede3653fc5b1cb36fb8b4064ed164a8ca4a9cfea0665cfeebfb,torch_transformer__fold_01__engagement__e8427c286246,torch_transformer,sequence_features,1,engagement,target_engagement,-10,8,-80,7d374ea6928381e1ee56d96473fa6567757f8df43407f81bbd24c398d82e419e,0.5800476666666666,0.6855443333333333,15378,4364,11,7.275548100005835,group_record,0,0,6,2,0.7174782321183701,11,0.7130367793484452,11,0.8453418457822305,11,0.8372344523731808,11,0.6497087430252204,11,0.7852477212115198,11,0.7725016039217277,11,0.7643020358153687,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,84c7c71c37bd420875696c6c18c73f25c1d5318971654a5d199dc82dae6af15e,torch_transformer__fold_01__excitement__84c7c71c37bd,torch_transformer,sequence_features,1,excitement,target_excitement,-10,8,-80,f13db677a8358b59d7e0528258ba7ff9bf95b5314741ce39a724cf74d183ddaa,0.198928,0.3627136666666666,15515,4525,11,6.315502100012964,group_record,0,0,5,1,0.8365429430102727,11,0.7887566238666376,11,0.9533480866440854,11,0.9345664594917206,11,0.7499997296147939,11,0.9230861564057513,11,0.81672694734754,11,0.8195204667734298,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,792ebc95dc44313ce5030a4e128abf53cb0e689a602201865102801462560400,torch_transformer__fold_01__focus__792ebc95dc44,torch_transformer,sequence_features,1,focus,target_focus,-10,8,-80,7d71bb99b3a559d0df0aa3bf8b195bafc98a0dd046a82039a430a2fa4892b0d0,0.368801,0.4654386666666666,15444,4571,11,6.273697900003754,group_record,0,0,5,1,0.7724638928370339,11,0.693742370925083,11,0.8685217012731944,11,0.7937320804412056,11,0.6976076606358974,11,0.8473201250381703,11,0.7293379347833725,11,0.7589229126061181,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,a45f1955a2a724d144c094642f21982facb89d9bcbe927ca66634974f89c2869,torch_transformer__fold_01__interest__a45f1955a2a7,torch_transformer,sequence_features,1,interest,target_interest,-10,8,-80,bd39db4c19d9f742cb059d0566f550cf160821412eeb67d3cc0780042dbd7317,0.480751,0.5305233333333333,15414,4501,11,6.349373800010653,group_record,0,0,5,1,0.6759977326263724,11,0.6343021927569681,11,0.7740973734023076,11,0.7740743041277074,11,0.6851657012341191,11,0.6668297640186258,11,0.7294808940668628,11,0.6620149138369151,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,39e7e9e242b9ef8713c379954eb2b37dec823c6429b935438df32b068169959c,torch_transformer__fold_01__relaxation__39e7e9e242b9,torch_transformer,sequence_features,1,relaxation,target_relaxation,-10,8,-80,38b0c29f91cf04074516bcbbf6cf6e9362b22718f7ac54fdbe5adf6de43d5d14,0.25662399999999996,0.39230799999999993,15591,4676,11,8.03160139999818,group_record,0,0,7,3,0.7430873035995442,11,0.7269384139720626,11,0.90609974598506,11,0.9137606877773602,11,0.6647469737663444,11,0.8214276334327439,11,0.839002401242671,11,0.7903000731557251,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,b491bf47fb8fef63561c4c3ec402492b94b3c58cc821b994f6696ce939e7e456,torch_transformer__fold_01__stress__b491bf47fb8f,torch_transformer,sequence_features,1,stress,target_stress,-10,8,-80,bc3be14a13e7a39ebeab010389e1c408e3b117b37aecad2317d7955676362ffa,0.4029856666666667,0.461275,15395,4716,11,6.248954400012735,group_record,0,0,5,1,0.6801981204600707,11,0.6330692523672601,11,0.8452691400307789,11,0.8181513782960107,11,0.6857668804311267,11,0.6746293604890145,11,0.7429207170894233,11,0.6732059678020069,11
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,34bb99f78ea171872423dbf9a231e596691f8295ff0905c4aa8dc8c96b93c119,torch_transformer__fold_02__attention__34bb99f78ea1,torch_transformer,sequence_features,2,attention,target_attention,-10,8,-80,05b80bfaecd22890a7e360375d08013c2763762bc191dded6a0bbd75f29be07f,0.409755,0.5089703333333333,15441,3676,10,6.299127600010252,group_record,0,0,5,1,0.6624059291085619,10,0.6211970531584783,10,0.7915942914592603,10,0.770641859574812,10,0.6506726092855801,10,0.6741392489315434,10,0.7254463819249868,10,0.6849167597205054,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,da0faf4d0b72ee28bdccdecf1a0eea2a87f326a0e445c2002b2cd9034461358b,torch_transformer__fold_02__engagement__da0faf4d0b72,torch_transformer,sequence_features,2,engagement,target_engagement,-10,8,-80,96921223f37aee74e8576505e04d8d93656b6d22365a8c1e79d1aadc606e3780,0.572122,0.682083,15779,3691,10,7.29303559998516,group_record,0,0,6,2,0.7113137315789932,10,0.7001051176623785,10,0.8320227168443222,10,0.8830391664213544,10,0.6007930440291697,10,0.8218344191288169,10,0.7836719101279674,10,0.7706851115024203,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,259fff4652e99a5ed6ac9c77f93adfd36ea54b7632b9b32026b9542c0a0d4caa,torch_transformer__fold_02__excitement__259fff4652e9,torch_transformer,sequence_features,2,excitement,target_excitement,-10,8,-80,8cf290447cc76b4db2bf7811a784e38768237f66e910c108ea9bd99fce1b2673,0.194812,0.357134,15901,4002,10,8.888103700010106,group_record,0,0,8,4,0.8467616344075962,10,0.8104781153267229,10,0.9453448682277388,10,0.9613882962060017,10,0.8345046601996386,10,0.8590186086155537,10,0.8236544921533844,10,0.8456236383927607,10
complete,confirmatory_screening,e902f4dbe8f317be4ac6ed5061104cf5a3399eea5125414a675add88f4105a8d,098398c3294ace3abe8fa3cfa6d2e8c07a4f8f4803a89d39f720559784bb2ac5,torch_transformer__fold_02__focus__098398c3294a,torch_transformer,sequence_features,2,focus,target_focus,-10,8,-80,74e34c54e7221dc6ee613f5b9c86caff220ef215c764f9f3f1457db68a376147,0.364693,0.460551,15851,4072,10,6.154050499986624,group_record,0,0,5,1,0.7267110925216174,10,0.6826274014637395,10,0.8906390991582477,10,0.812378781868684,10,0.7669676904004419,10,0.6864544946427931,10,0.721464648400399,10,0.7790290671280442,10
