status,result_status,protocol_hash,specification_hash,run_id,execution_source,model,outer_fold,pm,lag_seconds,context_windows,threshold_hash,q_low,q_high,n_train,n_test,n_test_participants,training_time_seconds,validation_strategy,inner_group_overlap,outer_test_group_overlap,n_epochs_trained,best_epoch,participant_macro_balanced_accuracy,participant_valid_balanced_accuracy,participant_macro_f1,participant_valid_f1,participant_macro_roc_auc,participant_valid_roc_auc,participant_macro_pr_auc,participant_valid_pr_auc,participant_macro_low_recall,participant_valid_low_recall,participant_macro_high_recall,participant_valid_high_recall,participant_macro_precision,participant_valid_precision,participant_macro_accuracy,participant_valid_accuracy,earliest_context_offset_seconds,input_family,target_id,reference_run_id
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,df1074e148126db7ca6dd08da8bf013aebe1dd9edbbaf85f77171bbbb540fe5b,torch_lstm__fold_01__interest__df1074e14812,reference_neural_robustness,torch_lstm,1,interest,-10,10,bd39db4c19d9f742cb059d0566f550cf160821412eeb67d3cc0780042dbd7317,0.480751,0.5305233333333333,15281,4458,11,3.7777536000066902,group_record,0,0,4,2.0,0.631091934356328,11,0.5765736003262504,11,0.7558878844511351,11,0.7346335043467765,11,0.5343361789812415,11,0.7278476897314146,11,0.6665797009248482,11,0.599597739770688,11,-100.0,sequence_features,target_interest,torch_lstm__fold_01__interest__e9d7142617a4
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,dd374ab751a178ab6f6dfd59f67714950289596bf393c4529f5193bb9a644511,torch_lstm__fold_01__relaxation__dd374ab751a1,reference_neural_robustness,torch_lstm,1,relaxation,-10,10,38b0c29f91cf04074516bcbbf6cf6e9362b22718f7ac54fdbe5adf6de43d5d14,0.25662399999999996,0.39230799999999993,15503,4644,11,3.5245463000028394,group_record,0,0,3,1.0,0.7373806593253651,11,0.7122963335008861,11,0.8998682309314165,11,0.9074133424363517,11,0.659489648528285,11,0.8152716701224453,11,0.7726035524378275,11,0.7797141566307338,11,-100.0,sequence_features,target_relaxation,torch_lstm__fold_01__relaxation__2ad3e56ea9ff
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,64fe0e5af302e29bf015e6557563a21f4df61a320c218ecebcc78dcd5db7176b,torch_lstm__fold_01__stress__64fe0e5af302,reference_neural_robustness,torch_lstm,1,stress,-10,10,bc3be14a13e7a39ebeab010389e1c408e3b117b37aecad2317d7955676362ffa,0.4029856666666667,0.461275,15261,4670,11,3.2803340000100434,group_record,0,0,3,1.0,0.7058667594366898,11,0.6630930985621449,11,0.8602129864373927,11,0.8399418525657564,11,0.6913831019176846,11,0.7203504169556948,11,0.7190769201792908,11,0.7006086547377578,11,-100.0,sequence_features,target_stress,torch_lstm__fold_01__stress__8c22cfcc55d0
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,fb2475449575374d7ca3505297c782bb826e7f9b76adda41fe8482ffbc21f0cf,torch_lstm__fold_02__attention__fb2475449575,reference_neural_robustness,torch_lstm,2,attention,-10,10,05b80bfaecd22890a7e360375d08013c2763762bc191dded6a0bbd75f29be07f,0.409755,0.5089703333333333,15360,3654,10,3.689579500001855,group_record,0,0,5,3.0,0.7094198840400658,10,0.6831250497037928,10,0.8415762936412943,10,0.8143189997657133,10,0.6644029346421886,10,0.754436833437943,10,0.755784598384004,10,0.7306151397380847,10,-100.0,sequence_features,target_attention,torch_lstm__fold_02__attention__220edab733ba
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,2f26ed078b845b974b9d3c30ada6180ad68b97d80daa90a93c9beeecfb874d6a,torch_lstm__fold_02__engagement__2f26ed078b84,reference_neural_robustness,torch_lstm,2,engagement,-10,10,96921223f37aee74e8576505e04d8d93656b6d22365a8c1e79d1aadc606e3780,0.572122,0.682083,15620,3657,10,3.3883993000199553,group_record,0,0,3,1.0,0.6758317218530021,10,0.6625936988573189,10,0.803281624206537,10,0.8773368520047319,10,0.6236014581108732,10,0.7280619855951311,10,0.7246438400023131,10,0.7246380076580375,10,-100.0,sequence_features,target_engagement,torch_lstm__fold_02__engagement__44db12fb6daf
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,72e5b3bf96980060bca8b5843d395ac1863d4f9c00587cfd94828a2b45b90ba3,torch_lstm__fold_02__excitement__72e5b3bf9698,reference_neural_robustness,torch_lstm,2,excitement,-10,10,8cf290447cc76b4db2bf7811a784e38768237f66e910c108ea9bd99fce1b2673,0.194812,0.357134,15790,3976,10,3.4362528000201564,group_record,0,0,3,1.0,0.8732037089054503,10,0.84414269473495,10,0.9562851676365245,10,0.9671679153388849,10,0.8765377528762979,10,0.8698696649346023,10,0.8459113780702967,10,0.8716975165801202,10,-100.0,sequence_features,target_excitement,torch_lstm__fold_02__excitement__3615fa45a5ca
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,e57b72ffeb7e539f2fdb857e41fa010a18e1c88438c789441ebac38d5c664df3,torch_lstm__fold_02__focus__e57b72ffeb7e,reference_neural_robustness,torch_lstm,2,focus,-10,10,74e34c54e7221dc6ee613f5b9c86caff220ef215c764f9f3f1457db68a376147,0.364693,0.460551,15705,4047,10,3.4695336000004318,group_record,0,0,3,1.0,0.7894133578048327,10,0.749976034924017,10,0.9163118379820296,10,0.8376043472518274,10,0.8683366983837295,10,0.7104900172259357,10,0.7638811655224639,10,0.8270361006749963,10,-100.0,sequence_features,target_focus,torch_lstm__fold_02__focus__a38c19add265
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,9647bbe97c714bc27d8b2c2755353ddb3d88e597f77fa46e83883387c901da3d,torch_lstm__fold_02__interest__9647bbe97c71,reference_neural_robustness,torch_lstm,2,interest,-10,10,a6f226a94e84838366c4cf62d5dbcdfa343d2e4317631dc9cd843403760f8fb3,0.47714,0.52968,15692,3488,10,3.4230413000041153,group_record,0,0,3,1.0,0.6966691414000632,10,0.6739589230356231,10,0.8002977511618272,10,0.8353200273343552,10,0.7548085085317793,10,0.6385297742683471,10,0.7157487868107189,10,0.6973946915846303,10,-100.0,sequence_features,target_interest,torch_lstm__fold_02__interest__a392f642ec08
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,597c00eead2802eca35baf23b54c2411e5bb785739e250008ed2909e673bd480,torch_lstm__fold_02__relaxation__597c00eead28,reference_neural_robustness,torch_lstm,2,relaxation,-10,10,7656df549309178054e578a36ceed79ea658632f163e5e508467b9011bdaa756,0.256714,0.404291,15888,3700,10,3.3999445000081323,group_record,0,0,3,1.0,0.7748886367873353,10,0.7404889939187125,10,0.8989081659639879,10,0.8904387819185875,10,0.7203209268851537,10,0.829456346689517,10,0.7880096712086531,10,0.7616754835019461,10,-100.0,sequence_features,target_relaxation,torch_lstm__fold_02__relaxation__b615246cc4db
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,a28783ef17950fb63f74531ba6862b44376db28de17531644d88019fc2849935,torch_lstm__fold_02__stress__a28783ef1795,reference_neural_robustness,torch_lstm,2,stress,-10,10,f31c8981acf165f01f66cc01c4f2b2d6927c370f1a035493f12dece19b93ba49,0.396448,0.461981,15688,3241,10,3.731216800020775,group_record,0,0,4,2.0,0.7449358260321753,10,0.7141060342225847,10,0.8952970787725614,9,0.9054767385209384,9,0.7502750732415463,9,0.7848621813850543,10,0.7661114357062994,10,0.743809979277968,10,-100.0,sequence_features,target_stress,torch_lstm__fold_02__stress__c9118644a417
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,09cf2b3d83b7bb9f8cf8fc9f00e79a27126cf3f048705727733b23261e4308ca,torch_lstm__fold_03__attention__09cf2b3d83b7,reference_neural_robustness,torch_lstm,3,attention,-10,10,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,0.407012,0.50364,15265,3909,11,3.4372164999949746,group_record,0,0,3,1.0,0.5907269957179865,11,0.5510906888007896,11,0.708139673995269,11,0.7968688569868086,11,0.5184769414536669,11,0.6629770499823061,11,0.6881783317539703,11,0.6131064727828904,11,-100.0,sequence_features,target_attention,torch_lstm__fold_03__attention__85a3ae1aaee6
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,3f8d6753421e92539dec12cd8e1a5677b61e65339b8fc08865a2fa3e086a7d78,torch_lstm__fold_03__engagement__3f8d6753421e,reference_neural_robustness,torch_lstm,3,engagement,-10,10,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,0.5875743333333333,0.689116,15768,4025,11,3.8208385000179987,group_record,0,0,4,2.0,0.7178741963748627,11,0.6901803472802517,11,0.8462660320768489,11,0.7770912082774739,11,0.7228969830613969,11,0.7128514096883284,11,0.7426397632912886,11,0.7481769943142691,11,-100.0,sequence_features,target_engagement,torch_lstm__fold_03__engagement__3607053514cb
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,f17b552e8fca0349b87d65177373b6e6edb59ee9696719a86c1ae290f9f75a6f,torch_lstm__fold_03__excitement__f17b552e8fca,reference_neural_robustness,torch_lstm,3,excitement,-10,10,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,0.19379133333333332,0.35695933333333324,15900,3799,11,3.537936799984891,group_record,0,0,3,1.0,0.7812288641445274,11,0.7620311789105615,11,0.9138687909517743,11,0.9333313341845194,11,0.8189899358028878,11,0.743467792486167,11,0.807003564973068,11,0.7838046011179226,11,-100.0,sequence_features,target_excitement,torch_lstm__fold_03__excitement__1f889af9abcd
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,38c416abb92ce59f6906498645f60ec54a7852a0b099bf6776d9ef3aece81b91,torch_lstm__fold_03__focus__38c416abb92c,reference_neural_robustness,torch_lstm,3,focus,-10,10,0c7365a9f52cdea7f5ff5bd02009df8f23994345c83ad7446745f49568834711,0.3654773333333333,0.46152833333333326,15827,3942,11,3.541010900022229,group_record,0,0,3,1.0,0.741234163580411,11,0.7313673198451088,11,0.8963550618614374,11,0.9109269987030145,11,0.7457012716159445,11,0.7367670555448772,11,0.8322947860190545,11,0.7953413134228476,11,-100.0,sequence_features,target_focus,torch_lstm__fold_03__focus__850254da888a
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,851594351a681ac36c6993a6bf6e94a459cb9198d8964fc664ae0ab3e02c7784,torch_lstm__fold_03__interest__851594351a68,reference_neural_robustness,torch_lstm,3,interest,-10,10,3bcb6d908dca29ca782906a4f9f4eb0ea8493afdf7dc53a3c5de50526bd55ffb,0.480798,0.5285816666666666,15772,4275,11,3.4618307999917306,group_record,0,0,3,1.0,0.6841326450172285,11,0.6302676106367593,11,0.7580307326404189,11,0.7811675283004139,11,0.6824813412914239,11,0.685783948743033,11,0.6950154121988127,11,0.656900069112052,11,-100.0,sequence_features,target_interest,torch_lstm__fold_03__interest__9475492babac
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,789a48c431985d442cd9e2b175c429383f483dca3fbaf3b79edfb6653612e2b1,torch_lstm__fold_03__relaxation__789a48c43198,reference_neural_robustness,torch_lstm,3,relaxation,-10,10,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,0.25428966666666664,0.395869,15984,3823,11,3.4972071000083815,group_record,0,0,3,1.0,0.7555675494174313,11,0.7364096690602557,11,0.8964635783225575,11,0.9072454187858597,11,0.8032796864541784,11,0.7078554123806842,11,0.77798897653223,11,0.7536895297409221,11,-100.0,sequence_features,target_relaxation,torch_lstm__fold_03__relaxation__7188a130c2ea
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,1bb8ac1791d3643dd8f67e610bf665f638f28b7343bebeb1703be4166923f9bf,torch_lstm__fold_03__stress__1bb8ac1791d3,reference_neural_robustness,torch_lstm,3,stress,-10,10,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,0.405259,0.460463,15759,4624,11,3.906164100015303,group_record,0,0,4,2.0,0.6977106699731629,11,0.6357626531736851,11,0.8433724166430387,11,0.834210451875305,11,0.7877035805570324,11,0.6077177593892934,11,0.7054534424869172,11,0.6601021173825338,11,-100.0,sequence_features,target_stress,torch_lstm__fold_03__stress__f26812a7f90b
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,83c52ae4f4a4d31a9f3dad7ef62ccec1add674da37ecbf30ab54720eb1a8f0f5,torch_lstm__fold_04__attention__83c52ae4f4a4,reference_neural_robustness,torch_lstm,4,attention,-10,10,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,0.410495,0.5079906666666667,15424,3721,10,3.426302999985637,group_record,0,0,3,1.0,0.6498873228955148,10,0.5854268884515978,10,0.8084397333807724,10,0.7625006856504859,10,0.7309023108593431,10,0.5688723349316864,10,0.6540744308721662,10,0.6280193382481363,10,-100.0,sequence_features,target_attention,torch_lstm__fold_04__attention__dfdd27035e70
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,33442a1ceafa787f33ff90d4e5ce9cf740da73914245ae771da458f6a7dfd067,torch_lstm__fold_04__engagement__33442a1ceafa,reference_neural_robustness,torch_lstm,4,engagement,-10,10,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,0.5819393333333334,0.6880023333333333,15902,3534,10,3.211231299996143,group_record,0,0,3,1.0,0.6773682848929271,10,0.620353862322079,10,0.8562851428427176,10,0.802400915700636,10,0.6363331357650496,10,0.7184034340208048,10,0.6968067953557344,10,0.6864964633246446,10,-100.0,sequence_features,target_engagement,torch_lstm__fold_04__engagement__a1244b760940
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,8bf1a461d9bff25dd7f661476b3194b7c3e9510e260bc592c17d33fb2ee6e9ab,torch_lstm__fold_04__excitement__8bf1a461d9bf,reference_neural_robustness,torch_lstm,4,excitement,-10,10,01a9a36af7fd4938668057f58a4af0d4815b36985a13f61e071f1297e75e14d1,0.198937,0.36487366666666665,16040,3810,10,4.163132499990752,group_record,0,0,5,3.0,0.8446626525685763,10,0.8506149553026852,10,0.951505435658504,10,0.9502234206662685,10,0.8921736858258882,10,0.7971516193112647,10,0.8758044471373555,10,0.8798633558469419,10,-100.0,sequence_features,target_excitement,torch_lstm__fold_04__excitement__0dff2beb9984
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,726fa72d0a7ffac5a6986323bb32bed903411e93c35283649840c4e8fd2ee7ff,torch_lstm__fold_04__focus__726fa72d0a7f,reference_neural_robustness,torch_lstm,4,focus,-10,10,bcbf7453b6c3768b7f4446c03f027f80397a24d1f0f54a82146b8fe6d4a67bdf,0.365106,0.46338333333333337,15990,3603,10,3.520180200022878,group_record,0,0,3,1.0,0.7777939765744422,10,0.7835315477443452,10,0.9168996354520657,10,0.9105289520999819,10,0.8186219650598753,10,0.7369659880890088,10,0.823270579026337,10,0.8418148491578401,10,-100.0,sequence_features,target_focus,torch_lstm__fold_04__focus__5aebbb37b856
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,561f7904dc037846c9c7c777b26a48320abc0bf5a292fb8be6ac066289179c6a,torch_lstm__fold_04__interest__561f7904dc03,reference_neural_robustness,torch_lstm,4,interest,-10,10,c4110c8ecd8ea7c835b8ea571bfeb6ad10ec8d02d986bd0e2c5b9a70c03e3241,0.4793536666666667,0.5286693333333333,15959,3818,10,3.5450192999851424,group_record,0,0,3,1.0,0.6753536368966635,10,0.622145239045192,10,0.7664230338188374,10,0.816219262006624,10,0.6760299036059612,10,0.6746773701873658,10,0.6615245716312229,10,0.6555396646523807,10,-100.0,sequence_features,target_interest,torch_lstm__fold_04__interest__92169030fecf
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,a029686e2d5e693e11809b7b246dbbed1e559fda37871700d556ddea10db29c8,torch_lstm__fold_04__relaxation__a029686e2d5e,reference_neural_robustness,torch_lstm,4,relaxation,-10,10,a5f608b86ee9061617d36b1743ad601431f955dde27218d8d7829829dc257d43,0.259306,0.403906,16165,3682,10,3.6169699000020046,group_record,0,0,4,2.0,0.7619638489179466,10,0.7596387746634006,10,0.910739734163468,10,0.8834610030428035,10,0.9146776814746713,10,0.6092500163612216,10,0.8266574061515817,10,0.7946165149126372,10,-100.0,sequence_features,target_relaxation,torch_lstm__fold_04__relaxation__ddf5e07db425
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,12ba8d2cf7c0607801f669e02f7e7537d70f12b86f2738c4630c3d738ed4d1d2,torch_lstm__fold_04__stress__12ba8d2cf7c0,reference_neural_robustness,torch_lstm,4,stress,-10,10,27d0b6e27ea4a69159776babe88351288b3e08a8b6a0e0a437af967ad54f9cf0,0.39695366666666665,0.46365033333333333,15944,2832,10,3.413355800003046,group_record,0,0,3,1.0,0.7316279776708375,10,0.636253941909583,10,0.8210912948479582,10,0.8832767725692859,10,0.8485690936082257,10,0.6146868617334493,10,0.7367294195270604,10,0.6613260225272838,10,-100.0,sequence_features,target_stress,torch_lstm__fold_04__stress__5bb6e9899d55
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,25a910c47bc6228a1271ba3a2c8707ec236294a59e069b0f1f57f459fa9f32b9,torch_lstm__fold_05__attention__25a910c47bc6,reference_neural_robustness,torch_lstm,5,attention,-10,10,2f86d0e8c455b4f21168d0123e21d085836ed48610878f7e823e2e4fab91a878,0.408289,0.5064886666666667,15382,3675,11,3.361633599997731,group_record,0,0,3,1.0,0.6752588573490811,11,0.5634764956572388,11,0.7508615717341948,10,0.6811136879981196,10,0.511915430620993,10,0.7942309595881686,11,0.6421594873966573,11,0.6472058073123397,11,-100.0,sequence_features,target_attention,torch_lstm__fold_05__attention__1a3e476f137b
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,10253ee7e1792255bd6c48868a498cc34d0f3381d5e559b0038b64598c9afdae,torch_lstm__fold_05__engagement__10253ee7e179,reference_neural_robustness,torch_lstm,5,engagement,-10,10,fd819c1414dbc4a71c004ee2f223fde45d23c5e1a929dfb308519bdd81be5cc8,0.5812246666666667,0.6832976666666667,15793,4056,11,3.4678172999992967,group_record,0,0,3,1.0,0.703411262972604,11,0.6275338712880608,11,0.8411551031730409,11,0.7600784744796787,11,0.7697232439844744,11,0.6370992819607335,11,0.7052323141916292,11,0.6573254752736037,11,-100.0,sequence_features,target_engagement,torch_lstm__fold_05__engagement__529105c566f4
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,d52f8eeda1509473cb5add8007523b0815e2c2456587b7d8e05a7eb99feb65a0,torch_lstm__fold_05__excitement__d52f8eeda150,reference_neural_robustness,torch_lstm,5,excitement,-10,10,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,0.196205,0.361125,15980,3746,11,3.6744621000252664,group_record,0,0,4,2.0,0.8478592086591348,11,0.838901026948378,11,0.9429020180831233,11,0.9392762629335691,11,0.8433267074733387,11,0.852391709844931,11,0.8588086488408734,11,0.8633288285305888,11,-100.0,sequence_features,target_excitement,torch_lstm__fold_05__excitement__8806a688f916
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,a58e73645da5733e600b30444f5dfe3dc09be39b52dfb51e6ebbcf4fdcff5d26,torch_lstm__fold_05__focus__a58e73645da5,reference_neural_robustness,torch_lstm,5,focus,-10,10,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,0.367191,0.4675926666666666,15923,3573,11,3.503147200011881,group_record,0,0,3,1.0,0.7520314449755877,11,0.6834678680192284,11,0.9121468751658206,11,0.8642986555550256,11,0.5830298413933407,11,0.9210330485578346,11,0.7468010298870683,11,0.7130702319921203,11,-100.0,sequence_features,target_focus,torch_lstm__fold_05__focus__3d44856c1eec
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,e258716b35af81fce6626c98eca84d6af7d99c2923f5d6c51e88ea9113b2cac9,torch_lstm__fold_05__interest__e258716b35af,reference_neural_robustness,torch_lstm,5,interest,-10,10,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,0.47852433333333333,0.529754,15858,3595,11,3.762454699986847,group_record,0,0,4,2.0,0.6396749006944844,11,0.525151774095303,11,0.8457660199497561,10,0.8297509027719213,10,0.6716169478863229,10,0.6574253033104934,11,0.6910195972178974,11,0.5645089794927913,11,-100.0,sequence_features,target_interest,torch_lstm__fold_05__interest__7ce5d187e617
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,e63036751be9cbb106ef6f4c634cff4a26624dc121a9343ceec0ecc040b10997,torch_lstm__fold_05__relaxation__e63036751be9,reference_neural_robustness,torch_lstm,5,relaxation,-10,10,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,0.256914,0.3938446666666667,16049,4059,11,3.5299903999839444,group_record,0,0,3,1.0,0.7100292404672698,11,0.6883580099862631,11,0.8856213740159169,11,0.8836259956188551,11,0.7080656787578348,11,0.7119928021767049,11,0.8090513102593927,11,0.7659434428865279,11,-100.0,sequence_features,target_relaxation,torch_lstm__fold_05__relaxation__75bb6e06f856
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,8b9ae4668e60995dcd5cf4d5abf8c557cb698f7279a2fc96c520ae81d6a1f236,torch_lstm__fold_05__stress__8b9ae4668e60,reference_neural_robustness,torch_lstm,5,stress,-10,10,f830184ed4091f7c1893003e91eb518737ed15e8b5f007bf46bf30fa7cf23cdb,0.4021516666666667,0.4598493333333333,15836,4168,11,3.412746000016341,group_record,0,0,3,1.0,0.7114655472772659,11,0.6683835426337102,11,0.8227373763508283,11,0.856258820804909,11,0.6243032423665116,11,0.7986278521880202,11,0.7224365036965575,11,0.7389162256706355,11,-100.0,sequence_features,target_stress,torch_lstm__fold_05__stress__888ea431a71c
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,a74543483a93f97db0c17c452d224438442a05a3e396918a36753ec784dde4e7,torch_transformer__fold_01__attention__a74543483a93,new_training,torch_transformer,1,attention,-10,8,40889ed77c7a49254028614aa69c424c2355cbd1baaed50dc47082b1864510f7,0.40640833333333337,0.5057536666666667,14829,4124,11,7.439259000006132,group_record,0,0,5,1.0,0.6386288566647811,11,0.5629525780150391,11,0.750184810527963,11,0.7874032467799812,11,0.7311440527803235,11,0.5461136605492388,11,0.6733095780721751,11,0.5921736365797768,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,fdac70f46bba214bea9781610bd0e5b99fb2ad40a32fbabaaae2040fedda0e26,torch_transformer__fold_01__engagement__fdac70f46bba,new_training,torch_transformer,1,engagement,-10,8,7d374ea6928381e1ee56d96473fa6567757f8df43407f81bbd24c398d82e419e,0.5800476666666666,0.6855443333333333,15238,4313,11,5.162910799990641,group_record,0,0,5,1.0,0.6904932104182425,11,0.6791215741753919,11,0.8084377077660552,11,0.8123660586777788,11,0.7090451668381373,11,0.6719412539983479,11,0.7723685458825403,11,0.7511014401991101,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,9fbd7890570e81a0c04b48b57198e4dd12ab8e414712c424ed5a24e9cb1f0283,torch_transformer__fold_01__excitement__9fbd7890570e,new_training,torch_transformer,1,excitement,-10,8,f13db677a8358b59d7e0528258ba7ff9bf95b5314741ce39a724cf74d183ddaa,0.198928,0.3627136666666666,15414,4489,11,7.414396799984388,group_record,0,0,8,4.0,0.8373818465776519,11,0.7998833922353275,11,0.9511020418135318,11,0.9370582996479893,11,0.7983882917579166,11,0.8763754013973873,11,0.8230309018528946,11,0.8176473265771349,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,f5b3613a1841ae17fa43397ebdf7cf9f3d3cccafea4b34185886a37bd48a98cd,torch_transformer__fold_01__focus__f5b3613a1841,new_training,torch_transformer,1,focus,-10,8,7d71bb99b3a559d0df0aa3bf8b195bafc98a0dd046a82039a430a2fa4892b0d0,0.368801,0.4654386666666666,15320,4526,11,5.370846400008304,group_record,0,0,5,1.0,0.7602779872154769,11,0.6762897172999917,11,0.8792915844581738,11,0.7970599714574494,11,0.6329730681706779,11,0.8875829062602757,11,0.7368370701165611,11,0.7432955151900532,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,80124b46942c8f52d01bf04df5bbefbc056bcf4843403bbfa53926ced3e61712,torch_transformer__fold_01__interest__80124b46942c,new_training,torch_transformer,1,interest,-10,8,bd39db4c19d9f742cb059d0566f550cf160821412eeb67d3cc0780042dbd7317,0.480751,0.5305233333333333,15281,4458,11,5.448640099988552,group_record,0,0,5,1.0,0.644912870252797,11,0.5846244465762376,11,0.7617742251398908,11,0.7260892691953198,11,0.5988471554334285,11,0.6909785850721654,11,0.6771553043262161,11,0.6096319780653057,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,ecbbcff42efcb036af1aeebc0aae36ba4c7aa4e0548e17e2c2d9559b118f655f,torch_transformer__fold_01__relaxation__ecbbcff42efc,new_training,torch_transformer,1,relaxation,-10,8,38b0c29f91cf04074516bcbbf6cf6e9362b22718f7ac54fdbe5adf6de43d5d14,0.25662399999999996,0.39230799999999993,15503,4644,11,5.533458799996879,group_record,0,0,5,1.0,0.7424118353420863,11,0.7245590024667101,11,0.9023460917062803,11,0.9040483511164047,11,0.6523690940089982,11,0.8324545766751746,11,0.8394850592934661,11,0.786191248055729,11,,,,
